mean,std,max,min,median,skew,kurtosis,quantile1,quantile3,iqr,fft_mean,fft_std,psd_mean,psd_std,adf_statistic,adf_pvalue
-0.00016234679799504695,0.0020469145658217874,0.0024343055056306184,-0.0033553794237377588,4.2181113713013474e-05,-0.19217867294179913,-1.4760910745449263,-0.002143033460697552,0.00185852790809804,0.004001561368795592,,,6.250610509009501e-07,6.257132693470149e-06,-4.1285414171122925,0.0008685005098525313
-0.000978318803361103,0.01250146282591396,0.000625326989165842,-0.1769399803132501,-2.8792546515887807e-05,-14.010310949746666,194.98496800869856,-0.0005650624197528487,0.00033060509508686664,0.0008956675148397153,,,3.6180350098378135e-08,3.5607916647867625e-07,-5.862528537534408,3.384098465216193e-07
0.00033727915523010227,0.0022558678217219834,0.005354813471058151,-0.002140344644431025,-0.0004234810030538938,1.0252720143353595,-0.22573401344745125,-0.0013884444483664993,0.0013129301455592213,0.0027013745939257205,,,2.462010028893745e-06,2.2591132538869305e-05,-1.2433015384514552,0.654696793248771
-0.0004781721379905304,0.0017223547506420786,0.0020410446973073704,-0.0031573289857078635,-0.00023752181868985645,-0.11909096419209453,-1.3577402741164142,-0.0021155534067247572,0.0010190182114229174,0.0031345716181476746,,,3.3566215672122586e-07,3.245331220650214e-06,-8.814184992717255,1.9544449314684325e-14
-0.00034908499749978215,0.001837201721355646,0.001972711439066188,-0.0032239950505754678,-0.00015145539214245218,-0.20114900420736412,-1.4736082713381111,-0.0021271238707640805,0.0014634297430120569,0.0035905536137761374,,,4.4168120052495617e-07,4.356673845362863e-06,6.8028216467975104,1.0
0.001008487823911056,0.0010244669209624208,0.003024952742180176,-0.00025890472079481697,0.0007969941900682898,0.5859078778969949,-0.8733115352755196,0.00010611641744162625,0.001582461535008406,0.0014763451175667797,,,2.2931845292095954e-07,2.1088237669008742e-06,2.3908362032725052,0.9990059316825323
0.0005439731456938503,0.001857216305025264,0.0035604543290901347,-0.003810095909557276,0.0002703473408018908,-0.23369191757692828,-0.3863190069671485,-0.00019527607855707174,0.001993652963506065,0.002188929042063137,,,5.348148857444884e-07,5.274215256632162e-06,5.173806086331561,1.0
-0.0007799183063644943,0.0029714753228253492,0.003189886207564996,-0.004562320561490196,-0.0008371184958377853,0.043433441850287254,-1.6504528833031824,-0.004035234380921793,0.002391193410971937,0.00642642779189373,,,1.3644997419766582e-06,1.3684364205072725e-05,6.004134091476371,1.0
0.00033108710219342965,0.002161216165368349,0.0038727066794308485,-0.0046114445831335615,-2.082088985844166e-05,-0.17851262609486543,-0.447147243622255,-0.0005948886609985493,0.0020368543373479042,0.0026317429983464535,,,8.596151364242109e-07,8.599116769805412e-06,-5.590225529283768,1.3343188939206275e-06
0.0010011141824212311,0.0014237858567646593,0.0038209060139706708,-0.000748936665331712,0.0006964179715396313,0.6166392354114959,-0.8316748015308129,-0.00023440339032276825,0.0017644145900703734,0.0019988179803931416,,,4.0510775670900725e-07,3.904828382137582e-06,-4.0289263900730345,0.0012663927444888968
-0.00040476415496804166,0.0017686702560912135,0.0018525563828006852,-0.0031470172311856004,-0.00025002283450703544,-0.1755687297733213,-1.48045490407313,-0.002114509350917615,0.001335798277068534,0.003450307627986149,,,4.58181044750691e-07,4.5886714342915845e-06,-0.0702044188151267,0.9523266017024613
-0.0003937919086351366,0.0018184848761439196,0.0022615823090745835,-0.0032127024342116783,-0.00016586033780185971,-0.11320363752076769,-1.3656520131334777,-0.002126064838989805,0.0012028771866425814,0.0033289420256323865,,,4.7610648851636644e-07,4.689358050849701e-06,9.632017817083382,1.0
0.0009532712948751219,0.0016418713277430016,0.00460953710899048,-0.0008260787726612762,0.000381503163225716,1.0420159519551928,-0.21388606453762327,-0.0002931596445705509,0.0016842373515828513,0.001977396996153402,,,1.2850258730113648e-06,1.1791751517510284e-05,0.4774825269057723,0.9841723858735247
-0.00025722734951390985,0.0019809302824311103,0.0026443982392265752,-0.0033357839511154452,1.4360195336848847e-05,-0.11491628089704224,-1.356358454444818,-0.002138979374194605,0.0014695833746145581,0.003608562748809163,,,4.424516761431354e-07,4.279420656523591e-06,-11.524344394207489,3.969529860298805e-21
-0.0002491550683357755,0.0019489806434050457,0.0022520276479554013,-0.003260766922721814,-9.139133771896013e-05,-0.1649847207860838,-1.4808171603755607,-0.0021307445719003226,0.0016829352254035257,0.0038136797973038483,,,4.82645507497098e-07,4.763948501001972e-06,-2.532283429165826,0.10781567883043941
0.001008409352124944,0.0013508574172610053,0.0037119091616659716,-0.0006238341470634623,0.0006878005301587109,0.6876697623792232,-0.7514175568249111,-0.0001255868336329513,0.0016041353126183822,0.0017297221462513335,,,3.6782863697049653e-07,3.392269179800713e-06,2.0389336309032244,0.9987214544127592
0.000118791292797522,0.002446819101980522,0.004082894488419697,-0.005638756947519141,-0.00023440357153958757,-0.2542386650081121,-0.36251786785645734,-0.0008069734581113153,0.002011740903753889,0.0028187143618652044,,,9.297748692043518e-07,9.165630478287313e-06,6.129584619071512,1.0
-0.0010139235040034277,0.0027040333809949307,0.002599656011625484,-0.0044525398202495126,-0.001068453785364909,0.044577159507564766,-1.6509006933448922,-0.003973120943896902,0.0018727725158669273,0.005845893459763829,,,1.1336612368592493e-06,1.1367358579247561e-05,-6.875241410760171,1.4803484570135102e-09
0.00037232860990697443,0.002142023372110306,0.0037919976757621043,-0.004677893718053383,0.0001177837787054159,-0.3234946306879788,-0.30940690084247047,-0.0003536812907896092,0.00200861069538405,0.002362291986173659,,,8.272502629075024e-07,8.282889766612895e-06,-6.253287684147334,4.4005731499781984e-08
